,type,location_name,region,latitude,longitude,yelp_id,yelp_ave,yelp_reviews,Ratings,Review_Text
4033,Micro,One Barrel Brewing Company,WI,43.091859,-89.355002,klb1XHe_KKgEcpp02vkdYQ,4.0,123,5,"Super friendly staff and cozy small bar atmosphere. They have a great mix of beers and also have a couple of ciders!

I love their artwork, with the main..."
4034,Micro,One Trick Pony Brewery,IL,41.571135,-87.571825,TJw1bgjZV96OsXA3Z956gA,4.5,54,5,"Finally stopped by here again since my first review.  This week I stopped by on a rainy Wednesday evening and got to meet one of the owners, David.  The..."
4035,Micro,Oracle Brewing Company,MI,43.418015999999994,-83.96342800000001,Na,Na,Na,Na,Na
4036,Micro,Ordnance Brewing,OR,45.848188,-119.684707,2is-n7904UodUODxoSWbaQ,5.0,20,5,Not reopening due to change in permit. Will likely reopen inside the River Lodge and Grill Restaurant in Spring 2021. Told this by the Ordinance delivery...
4037,Micro,Oregon Trail Brewery,OR,44.561257,-123.261073,sLdogiWStz9xk9f8TdUWMA,4.5,12,3,"Let me save you some time and give you a tip to start. Oregon Trail Brewery is inside the Old World Deli, now you don't have to wander around looking for..."
4038,Micro,Orf Brewing,TX,30.212899,-97.73065,uMhi0DNpyCs4oU7gFDllfA,5.0,15,5,"Orf brewing is awesome!  It's not the plush decor of their taproom or the food trailer cuisine.  It's all about the beer!  I got a sampler 4-pack, and also..."
4039,Micro,Origin Beer Lab,VA,37.758334000000005,-77.481665,w7YcILvw4-eYrKfUpJAQjg,4.5,9,5,"Really love this place. Not only do they have 8 amazing beers on tap that cross many different beer types, but the staff are always friendly and it's a nice..."
4040,Micro,Original Pattern Brewing Company,CA,37.796144,-122.27141100000001,bcVr2lFnEKWwUIR0vGdQrw,4.5,100,5,"Good brews + dumplings, what more could you want? My husband had been talking about this place for months, so when we found ourselves in the East Bay, we..."
4041,Micro,Ormond Brewing,FL,29.274469,-81.06093,Oj1ljmHuXw5tKyxlYfLrMQ,4.5,72,5,Such a fun spot with delicious beer and amazing service! The bartender Gilbert was awesome at explaining the different beers
4042,,Orono Brewing Bangor Draught Room,ME,44.802328,-68.76957800000001,Na,Na,Na,Na,Na
4043,,Orono Brewing Brewery & Draught Room,ME,44.873206,-68.676198,Na,Na,Na,Na,Na
4044,Micro,Orpheus Brewing,GA,33.793558000000004,-84.368622,wTk-wJyrmRycELTSvdaURQ,4.0,152,5,"The best brewery in Atlanta, hands down. They're doing a great job during Covid; all service has been moved outside. The tabletop firepits are amazing!..."
4045,Micro,Other Desi Beer Co,CT,41.296714,-72.771555,Na,Na,Na,Na,Na
4046,Micro,Other Half Brewing Company,NY,40.673926,-73.99924399999999,gUu-0hyujy5xRM-JAty9JQ,4.0,370,5,So far all the beers I've had are top notch!  Easy to order online and pick is quick and easy.
4047,Micro,Ouachita Brewery,LA,32.499851,-92.122069,7NH633P-miT-ZbgtOO_SYg,2.5,2,1,"Closed. No notice closure. Go to Flying Tiger instead, half a mile away.

It is frustrating that Yelp makes you write out more when you only have a very..."
4048,Micro,Our Mutual Friend Brewing,CO,39.760585,-104.982504,IDaAaTy4tSbusaTNHJJnIw,4.0,279,5,"Coronavirus can't keep a great brewery down; still my favorite brewery. During COVID, I'd been hesitant to order pickup, assuming there'd be crowds drinking..."
4049,Micro,Ouray Brewery,CO,38.022967,-107.671173,B4CzlFCjsb3vUl1iDMNFcg,3.5,433,5,"This place is awesome. We just visited and had dinner after walking around the town and the food, service, and all around experience was excellent.

The..."
4050,,Out of Bounds Brewing Company,CA,38.799166,-121.22931799999999,0b7iI2zmljtPbJl7usd_DQ,4.0,251,5,Great selection of very tasty beers.  Food truck variety that show up is quite eclectic.  Nice place to hang out. I liked it better when the food truck was...
4051,Micro,Outer Light Brewing Company,CT,41.361008,-72.07509,u-4kPVSBb_nWMHYwQmRA3Q,4.5,50,5,"Luckily I called!! The taproom is open, social distancing is definitely enforced, all staff wear masks. No menus but you use the QR code to order with a..."
4052,Micro,Outer Range Brewing Co,CO,39.589311,-106.09898899999999,ZkHo2gAdmD4U5oNG4smoIQ,4.5,138,5,"Amazing beer, absolutely adorable design and decor and friendly staff! We didn't try the give em the bird food however it smelled soo good. Highly recommend!"
4053,Micro,Outland Farm Brewery,ME,44.783147,-69.38028100000001,Na,Na,Na,Na,Na
4054,Micro,Outlook Farm Brewery,MA,42.286714,-72.760839,2Hxb37Ezwblm7x8czP40Vg,3.5,35,4,Very nice- line to order was long but the food was good- didn't know there was outdoor area with brisket and pulled pork- which I would have seen that...
4055,Micro,Over Town Brewing Company,CA,34.141756,-118.00421999999999,BxsBq6yCnCEzGKFQnrlcsg,4.5,45,5,"This brewery is great! I've had to do pickup lately due to COVID, but the experience is smooth and friendly each time. Their online ordering is a cinch, and..."
4056,Micro,Overshores Brewing Co,CT,41.288736,-72.874111,Na,Na,Na,Na,Na
4057,,Oxbow Blending & Bottling,ME,43.665058,-70.2516,oKiEnzkdUf9i-nZxWrVySA,4.0,100,Na,Na
4058,Micro,Oxbow Brewing Co,ME,44.082823,-69.563686,18dD-jws_sXsHWrWb1_wgw,4.5,31,5,"I was going to go 4 stars because they only have porta-potties, but I'll go 5. (Something about being a farmhouse brewery and the number of water sources..."
4059,Micro,Oyster Bay Brewing,NY,40.873234000000004,-73.531357,eLx4HNuEvS4XS5vl9oDV2A,4.0,139,5,"Couldn't be more thrilled that my 700th review is a local brewery. Drink local, support local. 

Prior to covid, I had purchased a Groupon for a beer..."
4060,Micro,Ozark Beer Company,AR,36.333669,-94.114824,0Goj1kSHHnJ2a88WjlWaJw,4.5,50,5,"Excellent experience!!!   We know quality and hard work when we see it and love to share it with others. 

Come here if you want a well put together..."
4061,Micro,PFriem Cascade Locks Barrelhouse,OR,45.668471999999994,-121.897305,Na,Na,Na,Na,Na
4062,,PT's Brewing Co,NV,36.215955,-115.251281,zmltWmTpoBt5sCU-5Kzj-Q,3.5,128,5,"Great local spot. Good beer, good pub food. I recommend the Angry Burger if you like spicy. They offer progressive Keno (which I hit), and progressive..."
4063,Micro,Pacific Grove Brewing Company,CA,36.586523,-121.851828,Na,Na,Na,Na,Na
4064,Micro,Pacific Islander Beer Company,CA,32.832885,-116.988846,SjAzIx3FoVQm0O7T-y4_-Q,4.5,110,5,Post lockdown treat!  Tap craft beer mmmm. Large outdoor space for proper distancing and a relaxed environment. Thank you
4065,Micro,Pale Fire Brewing Co,VA,38.447076,-78.872219,ETEFJT5gRXY4z_qOPZc4YQ,4.5,79,5,"We only had 4 different beers but they were all delicious! Very nice young woman working, friendly atmosphere"
4066,Micro,Panther Island Brewing Company,TX,32.763706,-97.337964,t2QUckMoYaPVImRS17WkJg,4.0,69,5,Already had a tshirt from Shirts on Tap. They have a big screen for football and (what my boys love) an air hockey table! So my husband and I relaxed while...
4067,Micro,Paradox Beer Co,CO,38.944409,-105.155068,Lw8utfJ8Aw8YTVL_wzZR7Q,4.5,44,5,Wow. What a GORGEOUS outdoor beer garden. I appreciate the efforts that Paradox made so everyone could enjoy themselves and feel safe under the COVID...
4068,Micro,Paradox Brewery,NY,43.944618,-73.73159,6hpOPy7S2HMlyqX70g1WGw,4.5,38,5,"The new brewery- what an experience! Outdoors in a beautiful setting, great food truck or delicious hot pretzels, and beer or wine slushees on tap...."
4069,,Parallel 45 Brewing,OR,44.851402,-123.18642,1MscQDOMqdzxL5YTAXP4_Q,5.0,1,5,A tremendous addition to Independence. Strong variety of beers. The Bruty McFruitface is one of the best beers I've had in years. Great service as well. So...
4070,Micro,Pariah Brewing Company,CA,32.755703000000004,-117.128736,BvwyUoVchpPzShD1XcUd1Q,4.5,75,5,Spoke with Caleb about their sours and he was super friendly and knowledgeable. Ended up going with both their Kiwi and Mystery (Raspberry Citrus). Since...
4071,Micro,Park City Brewery,UT,40.693071,-111.544946,Na,Na,Na,Na,Na
4072,Micro,Parkway Brewing,VA,37.309259000000004,-80.033288,Y5hwnVsD5pQRIAL_UBkupA,4.0,34,5,"Great beer!!! Very friendly place, nice laid back atmosphere. 
Food truck was awesome!! 
Live music!!! 
Lots of families & dog friendly. 
Plenty of indoor..."
4073,Micro,Paw Paw Brewing Company LLC,MI,42.210236,-85.895827,Na,Na,Na,Na,Na
4074,Micro,Pawleys Island Brewing Company,SC,32.851679,-80.004788,77rXX5RwLekPKLdH8f_4zg,4.5,29,5,"Beer was great, friendly staff and dogs allowed inside which is always a plus. Small-ish but great gathering spot for good beer and company!"
4075,Micro,Payette Brewing Co,ID,43.613452,-116.21546699999999,RTfy6koLz76SG0zNzw4CGw,4.0,112,4,"The atmosphere was cool, the beer was good, the place was spacious...I don't see any problems with this place.

Getting there:
This place is down the street..."
4076,Micro,Peabody Heights Brewery,MD,39.324352000000005,-76.610434,alefGtO8qQ5Q1WwzTUPCBA,4.5,53,5,"Great Spot!  Old Orioles Park sat on these grounds which the brewery sits on. 
Amazing selection of well named, 
well crafted beer.
Can't go wrong here!"
4077,Micro,Peace Tree Brewing Company,IA,41.319123,-93.099349,J5xOhIXOTmokk5qElgH1sQ,4.5,20,5,Wonderful selection of beers and snacks! Staff is super friendly and helpful. Great seating inside and outside. Would highly recommend if you are in the area.
4078,Micro,Peacemaker Brewing Company,NY,42.888445000000004,-77.27871800000001,SPDwL-39orrxxbuONIj8FA,4.5,7,5,"Great little brewery with good beer, comfortable venue nice food selection (compliance snacks also) and great friendly staff. Lots of outdoor seating,..."
4079,,Pearl Street Brewery,WI,43.834371000000004,-91.236063,nVCpNtpHZ8qO5lhOlwdDEw,4.0,38,5,"Great beer, cool atmosphere, definitely recommend!  We stopped at a few breweries in the area on our vacation and Pearl St was by far our favorite."
4080,Micro,Pecatonica Beer Company Tap House,IL,42.496315,-89.988363,Na,Na,Na,Na,Na
4081,Micro,Pegasus City Brewery,TX,32.799394,-96.833878,7NfDUt_apHD12OvGt_kQsg,4.5,56,5,Still FABULOUS! Even with Covid. Plan ahead & reserve for indoor. Patio is nice when weather is moderate. Various food trucks. Tonight it is pizza. Looking...
4082,Micro,Pelican Brewing Company Tillamook,OR,45.458234000000004,-123.846378,wjv5rHdvYtSJ5Tz5g_g0_w,3.0,232,5,"What a $hi! Show! Wait in the heat for 45 minutes to put in an order. Leave our food, my sunglasses and hat on table while I take my 3 and 5 year old boys..."
4083,Micro,Penguin City Beer,OH,41.102784,-80.658243,6EK0tHe3EDfkYHwSQweuCw,3.5,2,5,"To the person who wrote the other review, do you not know craft beers are ALL a premium because they're someone else's craft and aren't mass produced like a..."
4084,Micro,Pennsylvania Brewing Co,PA,40.457122,-79.991551,G4odep174CH2O8nYkaDzoQ,4.5,8,5,"Do you believe that we've never been here. I've been to so many small breweries but never been here. We decided to end the decade with a visit.

We tried..."
4085,Micro,Penobscot Bay Brewery,ME,44.633417,-68.848894,Uv2RqpZwnWLJ2VO0fw5LTQ,4.0,9,5,"We stopped at Winterport Winery during our drive to Bar Harbor. It was a little bit of a detour, but we wanted to visit a winery along the way. 

First of..."
4086,Micro,Peoples Brewing Co,IN,40.43764,-86.88656999999999,Yedqc7f59focfGlexN0IZw,4.5,54,5,"Tasty beers, great selection, super friendly staff and a great group of local patrons to hang out with us out of towners.
We got a flight of Boiler Gold,..."
4087,Micro,Perching Bird Brewing Company,CA,37.980708,-122.03367,Na,Na,Na,Na,Na
4088,Micro,Perennial Artisan Ales,MO,38.545688,-90.265373,1skzWN0fxGgZNRE53Y_3gw,4.0,119,5,"A lot of good beer here plus an excellent outdoor space. They have several picnic tables across the lawn, all socially distanced, and many with umbrellas...."
4089,,Perfect World Brewing Co,NY,42.674937,-73.736733,4ToPo-f-SK8vbrDGUjjMeQ,4.0,408,5,"Druthers is always amazing. If I could leave a 5 star review every single time I've gone and will continue to go I would.

This time was the first time I..."
4090,Micro,Persimmon Hollow Brewing,FL,29.027375,-81.303933,kyBn2SzaLLBTaDIEjnXudw,4.5,88,5,"Great brewery. My husband and I each ordered a flight of 4, all different beers, and were impressed when we found al of the beers to be delicious. The staff..."
4091,Micro,Peticolas Brewing Co,TX,32.796917,-96.829454,gcmTBFli13B4ZmIysEOBNg,4.5,171,5,"My favorite Dallas brewery especially Royal Scandal and Velvet Hammer. Taproom has been closed due to COVID, but you can call and order 18 cans per customer..."
4092,Micro,Petoskey Brewing,MI,45.396765,-84.903075,DY7EL9Vv2wORrxGaUbTFGg,4.0,241,5,A favorite place with the best beer and seltzer's. Mint Chocolate Stout is on tap! Kid friendly. Covid free and distancing standards are great. Wonderful...
4093,Micro,Philadelphia Brewing Co,PA,39.982874,-75.12750600000001,PPEjKBvE2lV6JNUVnSHkFA,4.5,147,5,"Good beer, better people. Despite the negativities of COVID their staff as been super accommodating and outgoing. Friendly as they always are readily..."
4094,Micro,Philipsburg Brewing Co,MT,46.332552,-113.294569,dOj3-yOdmjP3HN6HVkYyTA,4.5,45,5,"Unfortunately, I haven't gotten the chance to visit this brewery, but I was on a river trip recently with some very nice people from Phillipsburg, Tom and..."
4095,Micro,Philipsburg Brewing Co,MT,46.331158,-113.286601,dOj3-yOdmjP3HN6HVkYyTA,4.5,45,5,"Unfortunately, I haven't gotten the chance to visit this brewery, but I was on a river trip recently with some very nice people from Phillipsburg, Tom and..."
4096,Taproom,Philipsburg Brewing Co,MT,46.332552,-113.294569,dOj3-yOdmjP3HN6HVkYyTA,4.5,45,5,"Unfortunately, I haven't gotten the chance to visit this brewery, but I was on a river trip recently with some very nice people from Phillipsburg, Tom and..."
4097,Taproom,Philipsburg Brewing Co,MT,46.331158,-113.286601,dOj3-yOdmjP3HN6HVkYyTA,4.5,45,5,"Unfortunately, I haven't gotten the chance to visit this brewery, but I was on a river trip recently with some very nice people from Phillipsburg, Tom and..."
4098,Micro,Pigeon Head Brewery,NV,39.533177,-119.80288999999999,P1UI3genSGQTEWv4p82WNA,4.5,85,5,I have always liked their beer selection but it took the damn pandemic to seal the deal. If you have not seen or used their website then you are in for a...
4099,,Pigeon Hill Brewery Production Facility,MI,43.235857,-86.25659399999999,Na,Na,Na,Na,Na
4100,Micro,Pigeon Hill Brewing Company,MI,43.234072999999995,-86.255824,ihF5EWmkzcN9SVvrkR60QA,4.5,58,5,"I'm not sure what they used to look like, but they have a ton of outdoor seating in order to stay open during COVID times as the main street is blocked off...."
4101,Micro,Pike Brewing Company,WA,47.608164,-122.339896,9OlCkeK4TpBbQ76VPDOdYw,3.5,1419,5,"Ok, we didn't like all the beer we tried.  But a great variety and opportunity to try some different tastes.  The atmosphere is definitely appealing...but I..."
4102,Micro,Pikes Peak Brewing,CO,39.095431,-104.860212,lwDV7X7bnEzfqrMh25FF_A,4.0,211,5,We are extremely cautious during covid and did a cabin social distancing vacation in Colorado. We decided we wanted to try a patio for our first time since...
4103,Micro,Pileated Brewing Co,MI,42.253613,-83.73552099999999,IZJAjzlPqel7HMOWIXyxJQ,5.0,20,5,Such a cool and chill neighborhood bar/brewery. I honestly didn't even know this was here!! Met up with some friends here recently and I really liked this...
4104,Micro,Pine Island Brewing,NY,41.297532000000004,-74.46596,MOBdt7aH4sSK_U_uHC5DlA,4.0,32,5,Yessss pine island!! Loved it. First of all.. the black dirt region is bonkers and amazing to drive through. Love that theres a great view from out back....
4105,,Pinehurst Brewery,NC,35.199401,-79.470063,RE3xklauwmT2HwMJuuqhsg,3.5,87,5,"This place is OUTSTANDING, day whatever of quarantine my wife and I decided to ride from Fayetteville out to Pinhurst.  We saw that it said closed on google..."
4106,Micro,Piney River Brewing Company,MO,37.321331,-92.018286,HdMxqKxBkxx_UNXzJ0ibxw,5.0,17,4,We drove out to the brewery recently while doing a little Missouri day trip. This brewery is out there in the country but very easy to find. There is plenty...
4107,Micro,Pint Nine Brewing Company,NE,41.171923,-96.075912,KU3LZMaTtF4OrMzWLm7o2Q,4.5,30,5,"I'm going with five stars and here is why:
Friendly and helpful staff.
Good variety.
Excellent atmosphere.
Open on holidays.
We were on the craft beer..."
4108,,Pint Size Brewing,WA,47.68286,-122.35496200000001,p24rUH2XP7bpcd_pkMONFQ,4.5,3,5,"#ThankYouThursday

New, small, limited, and great. All the things that often make beer ridiculously hard to get. Thankfully, they don't want to leave you..."
4109,,Pinthouse Pizza North,TX,30.318725,-97.73903299999999,j3CWjH0XtesbbDZFVq3c7Q,4.0,1034,5,"Great beer (B A Jaguar shark ftw.) And great pizza, 0lus they strictly adhere to the covid restrictions. What else could you want!?"
4110,Micro,Pipeworks Brewing Co,IL,41.917904,-87.724744,FhvIE54uXdO6M_kJUefrOg,4.0,13,4,Off Color's facility is strictly a bottle shop with just a few offerings. Literally just one cooler full of things for sale. Prices are a buck or two less...
4111,Micro,Pisgah Brewing Co,NC,35.607960999999996,-82.358501,tORrxuOzPXg6HoPtMsBBqA,4.5,115,5,"Though I'm not a beer drinker, I love this place!  

Pisgah Brewing is my favorite local outdoor venue as it feels like being at a music festival, but I get..."
4112,Micro,Pizza Boy Brewing Co,PA,40.288497,-76.971327,QIkJQElAuugVfRrq2KOcMQ,4.0,100,4,"Great online ordering and pick-up options during the shutdown!
I've not been a huge fan of PBBC in the past due to the whole beer pour format, but they..."
4113,,Platform Beer Co Locoba,OH,39.10887,-84.51189000000001,mO2hOYaRrwRRDjwDaoUMHQ,4.5,35,5,Locoba is such a nice atmosphere. It's bright and clean and every time I've been it was quiet. It's great to relax with a beer or coffee here and not deal...
4114,,Platform Beer Co Production Facility,OH,41.474674,-81.70816500000001,gu7d0cebbuHvFgBYqqMXjg,4.0,190,5,Was very impressed with the Covid setup that they had. The waiter came and brought the drinks as the groups stayed sitting at spread out tables. My only...
4115,Micro,Platform Beer Co Taproom,OH,39.97175,-82.99278000000001,g-wWyP3PHQpgPLDn1oH8xg,4.0,87,5,This place far exceeded my CoVid19 compliance expectations (compared to everywhere else we've been lately) and gained an extra star in my review for it. I...
4116,,Platform Beer Phunkenship,OH,41.463309,-81.70362800000001,Ua2mABHc4iDqLy2YD8kR3w,4.5,14,5,Saw this funky place pop up as an option for breweries. I had no idea that it was Platform owned. Sadly didn't get to drink from the cool glasses or have...
4117,Micro,Platform Cincinnati,OH,39.104765,-84.535786,Na,Na,Na,Na,Na
4118,Micro,Platt Park Brewing Co,CO,39.682598,-104.980733,pNgtNy-spf2gqJSZebOj5w,4.0,142,5,I love this place! Such a great local brewery. I've been here multiple times for a beer and snacks but had to come try one of their frozen drinks that I see...
4119,,Playalinda Brewing Company Brix Project,FL,28.546802000000003,-80.796272,jYp3f4Fy_TTLrPseaPWMiQ,4.0,243,5,Always a favorite spot for my family. Food and beer is some of the best in Brevard. Staff makes you feel like family (Sam sets a great model for...
4120,Micro,Pontoon Brewing Company,GA,33.991896999999994,-84.344488,2uMM0XwsCeGQiM-EuaEW1A,4.0,51,5,"We went at 8:30 pm on a Friday with 4 people. It was packed and difficult to find a table at first.

We got the Honorary Girls Scout S'mores Cookie..."
4121,Micro,Port Brewing Co The Lost Abbey,CA,33.141492,-117.149895,l6UMwsi0NnAX3Tm6ru7aGw,4.0,482,5,"A gem! A true diamond in the rough! I'm typing this on August 8, 2020. We are in the middle of the rolling COVID-19 disaster. All service industry..."
4122,Micro,Port Huron Brewing Co,WI,43.629305,-89.74289,QDzE04XGsKbriVScKVWoQg,4.5,22,5,"A little bit out of town, but it's worth heading to if you're tired of the ""tourist attractions"" and just want to sample a small brewery located in the..."
4123,Micro,Port Jeff Brewing Co,NY,40.945824,-73.069608,mFPvSxA7Pazc7FyvyI9jIw,4.0,113,5,This place has great beer on tap and a cool crowd.  We love bringing our dog down here to hang out and enjoy the atmosphere.
4124,Micro,Port Orleans Brewing Company,LA,29.916967,-90.098277,qg0jcxo-ZlV8G2sNj2C8ig,4.0,125,5,"I love the overall ambiance of this brewery. It's such a clean space. They have outdoor seating right in front of the establishment, but there is an..."
4125,Micro,Port Townsend Brewing Co,WA,48.107375,-122.781031,dcXInEqUXH2F7bvHSyUpqw,4.0,75,5,BEST dog friendly brewery I have been to in the US. I recently moved to WA from MN where we were truly spoiled with dog friendly breweries. Some even had...
4126,Micro,Potosi Brewing Company,WI,42.676643,-90.725575,wyV4ph0L50K2Cb1kbxeigw,4.0,44,4,4.5 stars. Great spot to check out when near the area. The food and service were good. Specifically the Kicker Burger and Ham and Swiss sandwich are...
4127,,Potosi Brewing Production Facility,WI,42.675090000000004,-90.726455,FpJkadCdK5vvggRutbXHEQ,4.0,47,5,I think this is the finest brewpub I've ever been to.   There is a broad selection of beers that cover a wide range of styles.   Of note are the cask...
4128,Micro,Pour Brothers Brewery,TX,30.079103999999997,-94.09806,oXFLFyUgh_WNXkONhfJHqA,5.0,3,5,"Pour Brothers was awesome. We found it by accident and were so glad we did. Staff was helpful, friendly, and knowledgeable - loved talking about beer and..."
4129,Micro,Powder Hollow Brewery,CT,41.983906,-72.519547,8f3uzr6Uog7bIuP_Ff2URg,4.0,68,4,"This brewery was gorgeous. We loved the Raspberry Sour Beer and Lift your Kilt IPA. You're able to order food inside from a pizza ""window"" which is in the..."
4130,Micro,Powderhaus Brewing,ID,43.656664,-116.30247299999999,5gNHc40QzS6tTZc8jIr23g,4.0,44,5,It's a great place to come with buddies and hang out. Love how there is an event area you can rent out. Beer selection is in point! Highly recommend
4131,Micro,Prairie Artisan Ales,OK,35.476323,-97.511724,NyZIlj8MUxvgT_qr3PbwFQ,4.0,65,5,This was my first time here and it did not disappoint. The selection of beer was pretty large and had lots of different types so if you like beer you should...
4132,Micro,Prairie Krafts Brewing Company,IL,42.171927000000004,-87.93154799999999,Na,Na,Na,Na,Na
