,type,location_name,region,latitude,longitude,yelp_id,yelp_ave,yelp_reviews,Ratings,Review_Text
19,Brewpub,3 Bridges Brewing,FL,27.055425,-82.411165,iwecR6dZPZn-Oq3UTggz_g,4.0,146,5,"My husband picked up some tacos - haddock, chicken, octopus. I loved the haddock taco  I didn't try the others but he loved them. During this covid 19..."
20,Brewpub,3 Keys Brewing Company LLC,FL,27.496823,-82.532619,Na,Na,Na,Na,Na
21,Brewpub,3 Trails Brewing,MO,39.092348,-94.41541099999999,7k-pHxeZ_Z-6VIDWKNkCSw,4.5,11,5,"Great spot we found on the square! Big and spacious, lots of beers to choose from, and all the TV's you could ever want or need. You can bring in your own..."
22,,300 Suns Brewing Company,CO,40.160015,-105.101114,Z_VWXDPwnxEdLXpCS_nULw,4.0,482,5,This locally owned brewery with an extensive selection of beers and food has a wide space inside and a nice patio.  They also have solid cocktails and I was...
23,Brewpub,350 Brewing Co,IL,41.559371999999996,-87.791585,B5BKsrp82hnSJsD1wZElng,4.0,231,5,"I was coming here long before COVID and moved away a year ago. 

Upon my return? Different staff. Different menu.

Problem? Not at all. Still delicious...."
24,Brewpub,38 75 Brewing,DE,38.695389,-75.074929,mEw-G_JlaBss9Qf5LYtkgw,3.5,57,5,"Great food great drinks, our waiter Will was the best. Got the turkey burger with avocado and fruit salsa, it was delicious. Very clean facility. Service..."
25,Brewpub,3Halves Brewing Co LLC,MO,39.246178,-94.418929,Na,Na,Na,Na,Na
26,Brewpub,406 Brewing Company,MT,45.693149,-111.03475800000001,fD9V41JA3DaJGONoP_4MvA,4.0,51,4,Pretty cool little hipsterish brewery in the cannery district. There is a good assortment of beers that you can sample before settling on a pint. Beware if...
27,Brewpub,42 North Brewing Company,NY,42.768503,-78.608144,T2LRqGuV1-BqdlkzwMWHPA,4.0,116,5,I only got the chance to come here once before COVID and I can't wait to come back. We came during the summer time last year and really enjoyed the huge...
28,Brewpub,4204 Main Street Brewing Co,IL,38.554485,-90.03884000000001,Na,Na,Na,Na,Na
29,Brewpub,450 North Brewing Company Simmons Winery,IN,39.267845,-85.832148,P4NxwQuWO5w5iF3zSrI_iA,4.0,171,5,"We pulled 450 North Brewery up on Harvest Host app and found this fabulous place to stay overnight. It's off the I-65 freeway just North of Columbus, IN...."
30,Brewpub,47 Hills Brewing Co,CA,37.644259000000005,-122.41362600000001,l8k215ZAfPgSOF9ULhHFow,4.5,199,5,"It's awesome that they are able to remain open during the pandemic. My wife and I are still relatively new to the neighborhood, and we rode our bikes here..."
31,Brewpub,49th State Brewing,AK,63.864155000000004,-149.017728,6fZIiBcjzIIDPGawXVdHaQ,4.0,262,5,This unique eatery just outside Denali National Park has something for just about every diet. I ordered the impossible burger with vegan cheese and...
32,Brewpub,49th State Brewing Anchorage,AK,61.219637,-149.89591299999998,HmNJNYapb6U4QzT4McPNCA,4.0,1056,5,"With most eateries and bars closed in Anchorage due to Covid, it felt great to be able to eat in a safe, open-air environment with great food, drinks, and..."
33,Brewpub,49th State Brewing The Rail,AK,61.221683,-149.896828,HmNJNYapb6U4QzT4McPNCA,4.0,1056,5,"With most eateries and bars closed in Anchorage due to Covid, it felt great to be able to eat in a safe, open-air environment with great food, drinks, and..."
34,Brewpub,4kd Crick Brewery,OH,41.293132,-84.338728,83HX9AJTHoOpYJG0-cniaw,4.0,3,5,"Great beer, great food, and great service!!  On a Golf Course.  Chophouse next door.  This place is very cool and relaxing!  Try the pretzel appetizer or..."
35,Brewpub,5 Lakes Brewing Co,MI,42.723827,-85.70562,XiSa_Jn9SEGxaUq1BcZujg,3.0,48,5,Just finished the Bacon Jam Burger garnished with Paddle Fries. I rate it DELICIOUS! Washed it down with Michigan IPA. The bartender was very friendly and...
36,Brewpub,5280 Beer Company LLC Elevated Seltzer,CO,39.799465000000005,-105.08241000000001,Na,Na,Na,Na,Na
37,Brewpub,54 40 Brewing Company,WA,45.564708,-122.32684099999999,zW3hX7FUrLBCxeWLPey0gg,4.5,69,5,"Great beer and great burgers. Today, during this crazy Covid crisis, we ordered online and waited in our car for the order to be delivered to us. Thank you..."
38,Brewpub,6 Bears & A Goat Brewing Company LLC,VA,38.362489000000004,-77.51420999999999,Na,Na,Na,Na,Na
39,Brewpub,602 Brewing Company,TX,30.109938,-97.319889,Na,Na,Na,Na,Na
40,,608 Brewing Company,WI,43.825843,-91.24991700000001,nKHxhfVy9WAe4C8T6Wm49A,4.5,12,5,"608 Brewing Co is ALWAYS amazing. I have been there many times and the bartenders are very informative and helpful in selecting beers you may like, getting..."
41,,6th and La Brea,CA,34.064775,-118.343674,l96wBEMriHr7RJJM_voP7A,4.0,338,4,"Hangout with friends 
Play Corn hole & other fun games 
Watch a sporting event 
Try good beer & burgers 
Reasonable Happy Hour Menu  

This is a great place..."
42,Brewpub,7 Dogs Brewpub,VA,36.947751000000004,-81.08516800000001,h1Qt8N1f4W8Vu2vIZc9xwg,4.0,40,5,"I was in the area for a work trip and found this great spot to stop for dinner before heading to my hotel. 

I was greeted by the staff with wonderful cheer..."
43,Brewpub,7 Hermits Brewing Company,CO,39.641374,-106.830703,sqwAmxFIlEtvJC9LmMm56g,3.0,54,4,"Popular ""hang out"" in Eagle.  Good beer, and very good veggie burger!  Also enjoyed the Greek Salad.  Oh...  and the potato chips were great....  needed to..."
44,Brewpub,7 Hills Brewing Company,IA,42.504452,-90.663629,Na,Na,Na,Na,Na
45,Brewpub,73 & Main Restaurant and Brewery,NC,35.399192,-80.435344,Na,Na,Na,Na,Na
46,Brewpub,78 Catawba Avenue,NC,35.627886,-82.182006,Na,Na,Na,Na,Na
47,Brewpub,8 Bit Brewing Company,CA,33.529779,-117.17621299999999,816D_gt62d7Fj0Jug0KhvQ,4.5,728,5,My go to spot for beer now. The food here is incredible and the staff does a great job of implementing COVID regulations and restrictions. Staff is always...
48,Brewpub,841 Brewhouse,WI,42.831967,-88.714011,nIzyDKralgC6ls3v38kU7w,3.5,39,5,This place is incredible. Service was exceptional. Food was exceptional.  Do yourself a favor and go out and enjoy the outdoor dining.  Had the smoke...
49,Brewpub,903 Brewers,TX,33.617258,-96.607015,QsjfZHcVqgcrUIQorO_nkQ,4.5,43,5,"Great place for take out,, right now with what's going on. The pizza is great...we had one with jalapeño, red onion and pepperoni and the other double..."
50,Brewpub,ALULU Brew Pub,IL,41.854735,-87.663448,cdncUMyMlJjVxzMkaiKSEg,4.0,122,5,"I've told at least a dozen people about Alulu since we were there. 

The brewpub normally appears to have a nice, intimate indoor space; however since it's..."
51,Brewpub,Abbey Brewing Co,FL,25.789087,-80.14029000000001,LF3ayIpBdzQBOoBExq7Tpw,4.5,374,5,I've been coming here for about 10 years and I've always felt at home in this place. If you're looking for good beers and a great vibe this is the place....
52,Brewpub,Aberrant Ales,MI,42.607506,-83.931495,ksRjVrdi399kfGRxOaJN7Q,4.0,52,5,"My first experience going out after months of pandemic, at-home self entertainment!
We even arrived before opening and Annette let us sit down at the..."
53,Brewpub,Abner's Restaurant Inc Northern Michigan Beer,MI,43.690045,-85.814501,Na,Na,Na,Na,Na
54,Brewpub,Abolitionist Ale Works,WV,39.288507,-77.86074599999999,n0wOK3J2qmDJ84lexT5IFg,4.5,82,5,"We stopped in after looking at houses in the area. There were instructions out front for social distancing. You ring the doorbell, and are quickly seated..."
55,Brewpub,Abridged Beer Company,TN,35.931713,-84.015628,1nSxUJZPIaPH7fqmhfM16g,5.0,100,5,I just moved to Knoxville in the summer so I've only been to Abridged a few times during COVID. Let me just say that this business takes the pandemic very...
56,Brewpub,Accomplice Beer Company,WY,41.131921000000006,-104.814084,onnGwMOa7iNW8BU9H8kglQ,4.0,321,5,"If you're in the area, go to here! While traveling, I stopped in because they had a patio area and it was a nice day. I had a kick ass server (I think her..."
57,Brewpub,Acorn Brewing,WA,47.237978000000005,-122.293466,KV1M8To0Is4eWcoDbhS_Tw,4.5,26,5,I tired this place out during the COVID-19 outbreak for a growler. The beer is amazing! Please support this local brewery. The Beer is amazing.
58,Brewpub,Adam's Northwest Bistro Twin Rivers Brewing,WA,47.855908,-121.97101299999999,Na,Na,Na,Na,Na
59,Brewpub,Adams Street Brewery,IL,41.879212,-87.628412,O4kF6J1AAFiiucjrHjZCgg,4.0,24,4,"Lately I've been stopping in for a beer at the bar, I'm so happy that you guys are open. I'm truly enjoying the beers you brew."
60,Brewpub,Adirondack Pub and Brewery,NY,43.418544,-73.713912,bkuwepFb8ZExbLnxarDSrQ,3.5,470,5,Amazing experience! Delicious food & drinks & all star service by Karly & the Saturday morning team. They politely accommodated 10 adults & 5 kids...
61,Brewpub,Against the Grain Public House,KY,38.230883,-85.7055,b5eOdGyzaPegITmGAZYcMg,4.5,20,5,"We walked to Public House to pick up a few beers and I was surprised at the variety of carry out options (food, cocktails, beer, etc.). 

There is a table..."
62,Brewpub,Aiken Brewing Co,SC,33.560277,-81.722672,vrxIpGeh6sG1EdbOVyJwow,3.5,138,5,I love this restaurant. I had the pleasure of coming here a few weeks ago and the server was extra wonderful polite patient and make sure that I was taking...
63,Brewpub,Aisle 5,CA,37.812952,-122.24653700000002,OV338nqXdRzn9rvInDOnuA,4.0,235,5,Ok..... now my sister and I were looking for wine and a salad.   We happened upon Aisle 5 Pub&Grill. We decided to go on in after looking at the menu...
64,Brewpub,Akademia Brewing Company,GA,33.942246000000004,-83.470412,oALfzdGDqcfW1WvPtyGQkA,4.0,74,5,"Great service. Food was excellent. IQ IPA was magnificent. Not a fan of mac and cheese but theirs was very good. 

Definitely a second stop in my future."
65,Brewpub,Akronym Brewing LLC,OH,41.084754,-81.516075,Na,Na,Na,Na,Na
66,Brewpub,Alaro Craft Brewery,CA,38.573028,-121.48111899999999,9s-PNE7hYsTFuIfbnp_IUw,4.5,296,5,"I visited Sacramento this weekend and my sister took me to her current favorite, Alaro. I totally understand why it's her favorite!

Alaro is in a storied..."
67,Brewpub,Alcona Brew Haus,MI,44.67577,-83.290449,yqr_tXMq-4B7Iz-ETHuXdw,4.5,27,5,"Excellent veggie burger, Caesar salad & yummy thick-cut fries! Easy to order online. Friendly & mask-compliant curbside delivery."
68,Brewpub,Ale Republic,NM,35.128612,-106.365144,s1TSICmCeZXdcX60HNJbzA,4.5,32,5,Out first time here and what a pleasant surprise this brewery was.  We tried their sweater weather Belgium style beer and was simply delicious.  We also...
69,,Alebird Taphouse and Brewery,MI,42.812508,-85.728662,CdBfMJOu26B--d9xUR3oHw,3.5,53,5,I really enjoyed this place. I stopped in for a quick burger and beer and was delighted. Over twenty taps with plenty of variety. Bar maid was quick and...
70,Brewpub,Alesatian Brewing Co,VA,39.184578,-78.165748,c6XyUkV-32904pC8JaPVbQ,4.5,29,5,"Had the BEST chicken caesar in my life here. I believe my server/ bartenders name was Stephanie (at least, that's what was on the bill) and she was amazing...."
71,Brewpub,Aletruism Brewing Oregon Public House,OR,45.571524,-122.658157,tNJj_h2l8l7UEndeXZix0g,4.5,281,5,"I always love coming here and was excited to come back. I only came for drinks this time, but their food is really good, and they have a nice mix of drink..."
72,Brewpub,Alewife Brewing Company,NY,40.742181,-73.956119,5grFfuYswh8K9GoEnOy81A,4.0,308,5,"First time writing a review on Yelp!  In short, great local restaurant in LIC serving a good variety of BEER. My personal favorite food here is their..."
73,Brewpub,Alibi Ale Works Truckee,CA,39.329325,-120.18427700000001,BHNOxs7d3Ht_RoqyJfNn_A,4.5,187,5,It is the best place to come after a long hike! Staff is super welcoming. We were a little hesitant to go to a brewery due to covid however they did specify...
74,Brewpub,Alien Brewpub,NM,35.104157,-106.571128,StanNbxpJROFuZHFjvM0MA,3.5,186,5,"It's a dope place for sure. I'm from Denver and done a lot of brewery hopping.
I'm glad to have come across this place. 
Got a beer flight and I must say,..."
75,Brewpub,All Rise Brewing Co,IL,41.886359999999996,-87.66671600000001,V7meb9voydF6TOK5eukuAg,4.5,98,5,This place was awesome and I felt super safe. Even got scolded (not really) by the employee monitoring the brew taps because I didn't follow directions...
76,Brewpub,All Sevens Brewing,NC,35.578738,-82.594365,Na,Na,Na,Na,Na
77,Brewpub,Alpine Beer Company,CA,32.835173,-116.762674,n5TKiZVkggTY--0bc5GTGA,4.0,492,5,"- Businesses operating during the pandemic -

Alpine Beer Company Tasting Room is open for beer to go!
  
They are offering one-cent growler fills to first..."
78,Brewpub,Altitude Chophouse and Brewery,WY,41.310357,-105.595371,TV-QcKmiyabTB2ws9renrg,4.0,285,4,In the past I really enjoyed coming to Altitude because all of the servers I dined with were extremely friendly and took incredible care of my tables....
79,Brewpub,Alvarado Street Brewery & Grill,CA,36.599303000000006,-121.894805,6Y96qu_9KXss87_vLZaM8w,4.0,1388,5,"I moved into the area recently and my roommate recommended I try out Alvarado St Brewery for a date night with my gf, who doesn't normally like beer...."
80,Brewpub,Amber Lantern Brewing Company,NY,42.740873,-78.132238,MZb38DVwLiYD0rO9SaTyIQ,4.5,26,5,"I'm not from the area, so I pulled up the yelp app to figure out where to go. The food here was very good, the chili was delicious, not too spicy. I also..."
81,Brewpub,Amelia Island Brewing Company,FL,30.670992,-81.46238100000001,xCe-q12LQGkZxyHV9YL_LA,4.0,832,5,"This is an odd way to begin a review, but let me start by saying I've never eaten here. My friend, however, was in Amelia on business and was meeting some..."
82,Brewpub,American Craft Aleworks,FL,26.713131,-80.050859,u9jAtfPGHQxrT0ZBcrfI1g,4.0,54,5,"Had a wonderful time here! My friends and I went for brunch, they didn't have their normal brunch due to covid I assume but no worries we still had..."
83,Brewpub,American Harvest Brewpub At Schoolcraft College,MI,42.421314,-83.43122,1DpFpgv-XIVFGXq5ecP6XQ,4.0,22,5,I have a soft spot and lots of admiration for college students that work while putting themselves through school. Even more so when they incorporate feeding...
84,Brewpub,American Icon Brewery,FL,27.637171999999996,-80.396974,zvtd9JkwqayNhPRQHlBsag,4.0,428,4,"We visit AIB every time we visit vero beach! All of the food is delicious, we have yet to eat something We don't like. We always have to order the pretzel..."
85,Brewpub,American Icon Brewery Kitchen & Taproom,FL,26.135544,-80.14070799999999,Q5FwuN9CEUu0viDqmlHV-g,4.0,129,5,Customer service is everything! During covid it's hard to find places that adhere to precautions as well as GREAT Customer service. There were 7 of us at a...
86,Brewpub,Amerisports Brew Pub,MO,39.150526,-94.48481600000001,-QDv-p1CeWWXsw_pBb22HQ,2.5,51,5,I have been a fan for along time.  Been going here for years.  I enjoy the staff!  The chef is awesome.  Brendon is who we usually go and see!  Bar tenders...
87,Brewpub,Amery Ale Works,WI,45.293771,-92.396986,xdstN67xN_pa9Dv2f16mMA,4.5,15,5,We stopped at the ale works last Friday.  What a wonderful experience.  The bartender was great as was the entire vibe.  We will most definitely be back....
88,Brewpub,Amherst Brewing Co Hangar Pub and Grill,MA,42.372745,-72.53160799999999,2xvvqUWeYDsMgixuZCpyLQ,3.5,136,5,"This has been our go to spot for a decade! Super quick service, very nice new location. It's huge! They have indoor games, pool tables, and arcades. U can..."
89,Brewpub,Amici Madison,GA,33.596152000000004,-83.469346,EQTF7bQsn6KGDtILRnj45g,3.5,75,4,Happened to be passing by and dropped into this restaurant for lunch. Like the Ambiance inside but decided to take table outside because the weather was...
90,Brewpub,Amity Ales Brewpub and Eatery,NY,40.678777000000004,-73.417665,qiPk-w0L_WfkqN5M5dmXrw,4.0,203,5,"All i can say is...
I keep going back to try to find a bad meal... i've been going there since they opened and i hsvent  found one yet!

Great food, the..."
91,Brewpub,Amory's Tomb Brewing Co,MA,42.432037,-71.453188,Na,Na,Na,Na,Na
92,Brewpub,Amplified Ale Works,CA,32.791005,-117.254253,Q1jUmb6EDtpB9TZdRrzB6A,4.0,919,5,"First off - excellent job on the COVID front. Tables were well spaced and there was no indoor seating.  

Beers were excellent. I asked the server for a..."
93,Brewpub,Amplified Ale Works Miramar Studio,CA,32.886643,-117.15716,UDeOxreWcpk4QofT-wSbDg,4.5,722,5,We first tried their beer at The Butchery at One Paseo. It was an expensive draft 'murky' beer that was pricey. I am not a big beer drinker but was blown...
94,Brewpub,Amruth Brewery,PA,40.246381,-75.64894,Na,Na,Na,Na,Na
95,Brewpub,Anacapa Brewing Co,CA,34.280533,-119.29360700000001,jRHjyncSn7KyQ6_SAz0wWQ,4.0,482,4,"Just had lunch, late lunch at that. First time sitting inside since COVID, it was open airy and comfortable. We split the Salomon Club and Jetty Fries, they..."
96,Brewpub,Anacortes Brewery Rockfish Grill,WA,48.519249,-122.612834,iWoZzHM8VQ8zIb3TJ_TivQ,3.5,319,5,"I had the pleasure of visiting the Anacortes Rockfish Grill yesterday. 

I ordered a glass of pineapple cider and a ""build your own marinara pizza"". I chose..."
97,Brewpub,Ancestry Brewery,OR,45.370978,-122.797315,6n3zj95E1LTpegmdrzf98g,4.0,311,5,"Ancestry is a really good beer, our favorite is the Aussie IPA. It is always on limited release but it's always so worth the wait. 

Service is great, the..."
98,Brewpub,Angry Minnow The,WI,46.010523,-91.488924,GfI3G6ShncxLncXrGTXu4A,3.5,161,5,"Angry Minnow is consistently amazing!  The drinks and food are healthy and delicious!  I love the sustainable approach they take. 
Bloody Mary's are my..."
99,Brewpub,Angry Troll Brewing,NC,36.244395000000004,-80.848826,iiMJCWHDazreo0fO5cy7SA,4.0,141,5,"Very good burger, wings and beer. Service was perfect and food came out fast. Get the boneless wings and jalapeño poppers"
100,Brewpub,Animas Brewing Co,CO,37.279965000000004,-107.876846,_-EQ9mkXr_IK5wgPn7JQ0Q,4.0,137,5,"Cute, dog friendly place right by the River on Main Street. Animas Brewing Company has great prices for their craft brews and growlers to go. This was..."
101,Brewpub,Anvil Brewing,TX,32.996399,-94.967261,EwqYCA2qaCq7gyPrmXvXUQ,4.0,20,5,"We enjoyed the most delicious reuben sandwiches and one was vegetarian! The Creme Brûlée Stout was fabulous and smooth, much better than Guinness on tap...."
102,Brewpub,Appalachian Brewing Co Gettysburg Battlefield,PA,39.820211,-77.23429399999999,50dSlYKvweAUIydDWNUyhA,3.5,280,4,"The quality of this place's food is excellent. Menu's specific and clear with not too much bearing it down. Most, if not all,  of the ingredients seem to be..."
103,Brewpub,Appalachian Brewing Co Gettysburg Gateway,PA,39.842605,-77.19193299999999,Na,Na,Na,Na,Na
104,Brewpub,Appalachian Brewing Co Harrisburg,PA,40.265786,-76.875491,cqXVUIwq1hOeTeO1jFRaVQ,3.5,300,4,I had this place booked marked for a while now and I finally made my way here. I'm happy I didn't go to far out of my way for it but it was worth the...
105,Brewpub,Appalachian Brewing Co Lititz,PA,40.157723,-76.30042900000001,u0DheHD_XYIi7aHF14IIyg,3.5,186,5,Great place for families! Social distancing measures in place including hand sanitizer before you even walk through the door! If you haven't tried the new...
106,Brewpub,Appalachian Brewing Co Mechanicsburg,PA,40.247415999999994,-77.016948,MGxgD83clrPCjE4kwSq3IQ,3.0,122,4,This was the first time in Mechanicsburg location which it big including seating outside. Now it was Octoberfest. I think she was the owner/host was...
107,Brewpub,Appleton Beer Factory,WI,44.261531,-88.414037,So7FHuBovo3tMX97c2NxYA,3.5,102,4,"Our experience was delightful with a caveat... we had time. I don't know if the day was particularly busy due to a bridal shower, Small Business Saturday..."
108,Brewpub,Apponaug Brewing,RI,41.726657,-71.469227,R7ITi_V0yt244I8pnd7KmQ,4.5,119,5,"Stopped by with my family last Saturday and we had an all around fantastic experience. As places are just opening up post-COVID, we've been very selective..."
109,Brewpub,Aquabrew,TX,29.881287,-97.940096,rNhf_5jYrSh97JNBlUSBhw,4.0,485,5,"Stopped in today for some drinks & brunch. Ordered the beer queso app, the AB Burger with a side of fries for my boyfriend, & the Portabella Burger for..."
110,Brewpub,Arbor Brewing Company Plymouth Taproom,MI,42.369478,-83.46900600000001,qrk8mvc9iVzHVrPTnyOWcA,4.0,56,5,This is a cool looking brewery with a nice staff. Our waitress was real. Even with everything going on she has jokes and beer beer recommendations. New...
111,Brewpub,Arcadia Smokehouse,MI,42.733894,-84.520802,HZNdaMnzWHj4nFvSk51wIw,3.0,44,4,"I really enjoyed my time here. The food was very good, and we especially enjoyed the Puffy Bread - I'll try not to crave that the next time I drink! The mac..."
112,Brewpub,Arcadian Moon,MO,38.992703000000006,-93.709498,Na,Na,Na,Na,Na
113,Brewpub,Arcadian Moon,MO,39.000403999999996,-93.753725,w91Qfk8JIaiQW57oM3q14A,3.5,33,5,My best friend and I checked out this place this past weekend and it ended up being our favorite part of our weekend. Their pizza is really yum and the...
114,Brewpub,Archaic Craft Brewery At Centro,CA,33.741958000000004,-117.823181,DKcSNybzGswjHLNalKF2Pg,4.0,505,5,"Before the whole quarantine happened, my boyfriend and I hit this place up. We got there and parked in the back and checked in through Their check in..."
115,Brewpub,Argilla Brewing Co Pietro's Pizza,DE,39.708324,-75.684372,alM80dgR9izB_svltTw1Nw,3.5,140,4,First time trying pizza in Delaware and this place did not disappoint. I'm from NYC so I am very particular about pizza. My only request is they add a...
116,Brewpub,Arizona Wilderness Brewing,AZ,33.363014,-111.841144,sJNcipFYElitBrtiJx0ezQ,4.0,1497,5,Loved the variety of beers. My boyfriend and I each got a flight and loved them all. COVID set up made me feel safe and at ease. Bartender helped us kick...
117,Brewpub,Armored Cow Brewing Co,NC,35.313553999999996,-80.753225,P6D4-cAPW7e8IMKVlHe17g,4.5,53,5,Awesome taproom space with excellent social distancing measures in place. Very good beers and food. Very good service and prices. A real neat place to meet...
118,Brewpub,Arrowhead Ales Brewing Company,IL,41.481398,-87.959046,5g0p2nXXS4b-lY-k6yyKoA,4.0,124,5,"COVID considered!!!!!!
Let the young , ( I need a different, micro - brewed beer drinkers go here. Good luck w that crowd. 
Chef wants t be a hero and..."
119,Brewpub,Artisan's Brewery & Italian Grill,NJ,39.977242,-74.18228,PJV_PhRe_gp8u8IfdmWc6Q,3.5,137,5,"We had lunch outdoors, on a windy but unusually warm October day.  Tables are spaced very well apart, waiters all wore face masks, and there was hand..."
120,Brewpub,Arts District Brewing Company,CA,34.044678999999995,-118.235219,zrA3Jo1oQZU7BvQyhKjdDg,4.0,1074,5,"I don't why I have never came here before.... before I start this review let's just say they have skeeball guys (unfortunately not open due to covid).

The..."
121,Brewpub,Arundel Cellars & Brewing Co,PA,42.224531,-79.80461600000001,Na,Na,Na,Na,Na
122,Brewpub,Ascendant Beer Company,OR,45.526202000000005,-122.675225,WhJOeBwayM3ol86Pzm8wtw,4.0,228,4,"I popped in (just mapped closest beer/brewery) after an errand. It was about 1:30 - little early for a brew, but it's my weekend.  Hmmm. I am familiar with..."
123,Brewpub,Ascension Brewing Company,MI,42.478229999999996,-83.460888,325tIxugWDammisdAZyoFw,4.0,263,4,"Small place, clean and great staff. Quick with a smile and to offer help. Kind of smells funny in the room at first but it's the stills, I think. 

Their..."
124,Brewpub,Ashby Brewing Company Battle Lake,MN,46.275688,-95.719564,Na,Na,Na,Na,Na
125,Brewpub,Asheville Brewing Co,NC,35.591732,-82.555327,0w3CNBEq9qpX07YcuIfArg,3.5,407,5,"We got into Asheville pretty late and this was one of the few places open and I'm so glad we ended up here!

Some people in our party had restrictive diets..."
126,Brewpub,Asian Brothers Brewing Company,CA,38.495519,-121.449118,xozan3zBBPfQgeR_sqsbhA,4.5,29,5,"This place was a really great choice. Obviously things are a little different than they probably are normally, you know.... with the pandemic and all... but..."
127,Brewpub,Assembly Brewing,OR,45.490888,-122.600398,pdYz4Je0AhtA2PRtW45lfA,4.0,193,5,"Assembly Brewing was a hard sell at first, but the more I went, the more I enjoyed visiting. I think it had to do with ordering at the bar, which I am not..."
128,Brewpub,Astoria Brewing Company,OR,46.190169,-123.83141200000001,YWCl5ajR95vvbCoyVl3JAw,3.5,494,4,"Good Covid protocols in place - thanks so much! 

Outdoor seating on the water with basic American fare. Nice views of the Columbia River. 

Not great with..."
129,Brewpub,Astoria Brewing Company,OR,46.189896000000005,-123.830339,YWCl5ajR95vvbCoyVl3JAw,3.5,494,4,"Good Covid protocols in place - thanks so much! 

Outdoor seating on the water with basic American fare. Nice views of the Columbia River. 

Not great with..."
